event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Sunday,True,routine
water_logging,ORR West 1,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,evening,Sunday,True,routine
water_logging,Bannerghata Road,High,False,unknown,early_morning,Saturday,True,high
others,Non-corridor,Low,True,unknown,evening,Sunday,True,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,lcv,evening,Sunday,True,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Magadi Road,High,False,truck,evening,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,night,Sunday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
tree_fall,ORR West 1,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Sunday,True,routine
accident,Tumkur Road,High,False,unknown,night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,late_night,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Monday,False,routine
procession,Non-corridor,Low,True,unknown,late_night,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,night,Sunday,True,routine
vehicle_breakdown,Magadi Road,High,False,truck,late_night,Monday,False,routine
others,ORR East 2,High,False,unknown,late_night,Monday,False,routine
others,ORR East 2,High,False,unknown,late_night,Monday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,late_night,Monday,False,routine
congestion,Non-corridor,Low,False,unknown,late_night,Monday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,truck,late_night,Monday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
procession,Non-corridor,Low,False,unknown,early_morning,Monday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,early_morning,Monday,False,routine
water_logging,Non-corridor,Low,False,unknown,daytime,Saturday,True,high
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Monday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Monday,False,high
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,daytime,Monday,False,routine
water_logging,Mysore Road,High,False,unknown,daytime,Saturday,True,high
vehicle_breakdown,Magadi Road,High,False,heavy_vehicle,early_morning,Monday,False,routine
accident,Non-corridor,Low,False,unknown,daytime,Monday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_bus,daytime,Monday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_bus,daytime,Monday,False,routine
construction,other_corridor,High,True,unknown,daytime,Monday,False,routine
pot_holes,Old Madras Road,High,False,unknown,night,Thursday,False,high
tree_fall,Hosur Road,High,False,unknown,daytime,Saturday,True,routine
water_logging,Old Madras Road,High,False,unknown,daytime,Saturday,True,high
water_logging,Old Madras Road,High,False,unknown,daytime,Saturday,True,high
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,daytime,Monday,False,routine
accident,Old Madras Road,High,False,unknown,daytime,Monday,False,routine
water_logging,Non-corridor,Low,True,unknown,evening,Monday,False,high
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,ORR West 1,High,False,others,evening,Monday,False,routine
congestion,other_corridor,High,False,unknown,night,Monday,False,routine
others,Mysore Road,High,False,unknown,night,Monday,False,high
water_logging,ORR West 1,High,False,unknown,night,Monday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,ORR East 1,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,ORR East 2,High,False,others,evening,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,early_morning,Saturday,True,routine
others,Non-corridor,Low,False,unknown,daytime,Saturday,True,high
vehicle_breakdown,Old Madras Road,High,False,truck,evening,Monday,False,routine
tree_fall,Mysore Road,High,False,unknown,daytime,Saturday,True,high
accident,Bellary Road 1,High,False,unknown,daytime,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,daytime,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,night,Monday,False,routine
pot_holes,Non-corridor,Low,False,unknown,night,Monday,False,high
road_conditions,Bellary Road 1,High,True,unknown,daytime,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,others,night,Monday,False,routine
tree_fall,Non-corridor,Low,False,unknown,evening,Saturday,True,high
vehicle_breakdown,Bellary Road 2,High,False,private_car,evening,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,evening,Saturday,True,high
tree_fall,Non-corridor,Low,True,unknown,evening,Saturday,True,high
tree_fall,Non-corridor,Low,False,unknown,evening,Saturday,True,high
water_logging,Non-corridor,Low,False,unknown,evening,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,truck,evening,Saturday,True,routine
pot_holes,Non-corridor,High,False,unknown,night,Monday,False,high
others,Non-corridor,Low,False,unknown,night,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,late_night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,others,night,Saturday,True,routine
vehicle_breakdown,ORR East 2,High,False,private_bus,evening,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,evening,Saturday,True,high
water_logging,Old Madras Road,High,False,unknown,night,Saturday,True,high
vehicle_breakdown,Bellary Road 1,High,False,lcv,evening,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Monday,False,routine
vehicle_breakdown,ORR East 2,High,False,lcv,night,Monday,False,routine
others,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
others,other_corridor,High,False,unknown,evening,Wednesday,False,high
vehicle_breakdown,Bellary Road 1,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Monday,False,routine
construction,ORR East 2,High,False,unknown,night,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
construction,ORR West 1,High,False,unknown,night,Saturday,True,routine
vehicle_breakdown,ORR East 1,High,False,truck,late_night,Tuesday,False,routine
pot_holes,Non-corridor,Low,False,unknown,night,Saturday,True,high
construction,ORR North 1,High,False,unknown,early_morning,Tuesday,False,high
vehicle_breakdown,ORR North 2,High,False,lcv,late_night,Tuesday,False,routine
accident,Bellary Road 1,High,False,unknown,early_morning,Tuesday,False,routine
water_logging,other_corridor,High,False,unknown,night,Saturday,True,high
water_logging,other_corridor,High,False,unknown,daytime,Tuesday,False,high
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,ORR North 2,High,False,lcv,late_night,Sunday,True,routine
road_conditions,Bannerghata Road,High,False,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,early_morning,Tuesday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_bus,evening,Tuesday,False,routine
vehicle_breakdown,ORR East 2,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,truck,early_morning,Tuesday,False,routine
accident,Non-corridor,Low,False,unknown,evening,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
accident,Bellary Road 2,High,False,unknown,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,evening,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,truck,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,West of Chord Road,High,False,truck,late_night,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Wednesday,False,high
others,ORR East 2,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
vehicle_breakdown,Magadi Road,High,False,others,late_night,Sunday,True,routine
others,Magadi Road,High,False,unknown,early_morning,Sunday,True,routine
others,other_corridor,High,False,unknown,night,Saturday,True,high
pot_holes,other_corridor,High,False,unknown,early_morning,Wednesday,False,high
pot_holes,ORR West 1,High,False,unknown,early_morning,Saturday,True,high
congestion,ORR North 2,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
others,ORR North 1,High,False,unknown,early_morning,Wednesday,False,routine
others,other_corridor,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,other_corridor,High,True,lcv,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Wednesday,False,routine
construction,ORR East 2,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,evening,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,evening,Wednesday,False,routine
others,other_corridor,High,False,unknown,evening,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,early_morning,Sunday,True,routine
water_logging,other_corridor,High,False,unknown,night,Tuesday,False,high
others,Mysore Road,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Wednesday,False,routine
others,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
pot_holes,Bellary Road 2,High,False,unknown,evening,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,others,evening,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,night,Wednesday,False,routine
road_conditions,Non-corridor,Low,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,night,Wednesday,False,routine
pot_holes,Non-corridor,Low,False,unknown,night,Wednesday,False,high
vehicle_breakdown,ORR North 2,High,False,lcv,night,Wednesday,False,routine
others,Non-corridor,Low,False,unknown,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,early_morning,Sunday,True,routine
accident,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,night,Wednesday,False,routine
pot_holes,Non-corridor,Low,False,unknown,night,Monday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,late_night,Thursday,False,routine
others,Tumkur Road,High,False,unknown,late_night,Thursday,False,high
vehicle_breakdown,ORR North 2,High,False,private_car,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,truck,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,early_morning,Sunday,True,routine
water_logging,Hosur Road,High,False,unknown,night,Sunday,True,high
vehicle_breakdown,Mysore Road,High,False,others,early_morning,Sunday,True,routine
others,ORR North 2,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
others,Non-corridor,Low,False,unknown,early_morning,Sunday,True,high
others,ORR North 2,High,False,unknown,late_night,Thursday,False,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,early_morning,Sunday,True,routine
others,other_corridor,High,True,unknown,late_night,Thursday,False,high
vehicle_breakdown,Mysore Road,High,False,auto,daytime,Sunday,True,routine
